evaluation_month,n_common_sample_months,model,permno,weight
2015-05,120,Equal Weight,14593,0.01
2015-05,120,Equal Weight,10107,0.01
2015-05,120,Equal Weight,11850,0.01
2015-05,120,Equal Weight,38703,0.01
2015-05,120,Equal Weight,22111,0.01
2015-05,120,Equal Weight,12060,0.01
2015-05,120,Equal Weight,55976,0.01
2015-05,120,Equal Weight,47896,0.01
2015-05,120,Equal Weight,18163,0.01
2015-05,120,Equal Weight,14541,0.01
2015-05,120,Equal Weight,21936,0.01
2015-05,120,Equal Weight,65875,0.01
2015-05,120,Equal Weight,10104,0.01
2015-05,120,Equal Weight,84788,0.01
2015-05,120,Equal Weight,26403,0.01
2015-05,120,Equal Weight,66093,0.01
2015-05,120,Equal Weight,11308,0.01
2015-05,120,Equal Weight,17778,0.01
2015-05,120,Equal Weight,83443,0.01
2015-05,120,Equal Weight,12490,0.01
2015-05,120,Equal Weight,22752,0.01
2015-05,120,Equal Weight,59408,0.01
2015-05,120,Equal Weight,70519,0.01
2015-05,120,Equal Weight,90319,0.01
2015-05,120,Equal Weight,59328,0.01
2015-05,120,Equal Weight,77274,0.01
2015-05,120,Equal Weight,76076,0.01
2015-05,120,Equal Weight,13856,0.01
2015-05,120,Equal Weight,66181,0.01
2015-05,120,Equal Weight,89525,0.01
2015-05,120,Equal Weight,14008,0.01
2015-05,120,Equal Weight,17005,0.01
2015-05,120,Equal Weight,77178,0.01
2015-05,120,Equal Weight,19393,0.01
2015-05,120,Equal Weight,92655,0.01
2015-05,120,Equal Weight,17830,0.01
2015-05,120,Equal Weight,22592,0.01
2015-05,120,Equal Weight,19561,0.01
2015-05,120,Equal Weight,13901,0.01
2015-05,120,Equal Weight,48725,0.01
2015-05,120,Equal Weight,43449,0.01
2015-05,120,Equal Weight,19502,0.01
2015-05,120,Equal Weight,86868,0.01
2015-05,120,Equal Weight,76841,0.01
2015-05,120,Equal Weight,11552,0.01
2015-05,120,Equal Weight,13928,0.01
2015-05,120,Equal Weight,50876,0.01
2015-05,120,Equal Weight,10145,0.01
2015-05,120,Equal Weight,59176,0.01
2015-05,120,Equal Weight,66157,0.01
2015-05,120,Equal Weight,66800,0.01
2015-05,120,Equal Weight,77702,0.01
2015-05,120,Equal Weight,69032,0.01
2015-05,120,Equal Weight,86356,0.01
2015-05,120,Equal Weight,87447,0.01
2015-05,120,Equal Weight,20482,0.01
2015-05,120,Equal Weight,77418,0.01
2015-05,120,Equal Weight,57665,0.01
2015-05,120,Equal Weight,11703,0.01
2015-05,120,Equal Weight,61399,0.01
2015-05,120,Equal Weight,86783,0.01
2015-05,120,Equal Weight,77668,0.01
2015-05,120,Equal Weight,87055,0.01
2015-05,120,Equal Weight,89006,0.01
2015-05,120,Equal Weight,25785,0.01
2015-05,120,Equal Weight,34833,0.01
2015-05,120,Equal Weight,18729,0.01
2015-05,120,Equal Weight,87267,0.01
2015-05,120,Equal Weight,27828,0.01
2015-05,120,Equal Weight,21178,0.01
2015-05,120,Equal Weight,20626,0.01
2015-05,120,Equal Weight,49680,0.01
2015-05,120,Equal Weight,87842,0.01
2015-05,120,Equal Weight,15579,0.01
2015-05,120,Equal Weight,27959,0.01
2015-05,120,Equal Weight,75825,0.01
2015-05,120,Equal Weight,88668,0.01
2015-05,120,Equal Weight,18542,0.01
2015-05,120,Equal Weight,10147,0.01
2015-05,120,Equal Weight,81061,0.01
2015-05,120,Equal Weight,49154,0.01
2015-05,120,Equal Weight,62092,0.01
2015-05,120,Equal Weight,70332,0.01
2015-05,120,Equal Weight,60628,0.01
2015-05,120,Equal Weight,90215,0.01
2015-05,120,Equal Weight,60442,0.01
2015-05,120,Equal Weight,49656,0.01
2015-05,120,Equal Weight,76614,0.01
2015-05,120,Equal Weight,89954,0.01
2015-05,120,Equal Weight,12052,0.01
2015-05,120,Equal Weight,24205,0.01
2015-05,120,Equal Weight,81055,0.01
2015-05,120,Equal Weight,40539,0.01
2015-05,120,Equal Weight,90441,0.01
2015-05,120,Equal Weight,90505,0.01
2015-05,120,Equal Weight,64936,0.01
2015-05,120,Equal Weight,23819,0.01
2015-05,120,Equal Weight,22103,0.01
2015-05,120,Equal Weight,18411,0.01
2015-05,120,Equal Weight,75186,0.01
2015-05,120,HRP,18411,0.05223769728625008
2015-05,120,HRP,55976,0.036220746728248675
2015-05,120,HRP,22111,0.03532647043199203
2015-05,120,HRP,27959,0.02834046908428582
2015-05,120,HRP,24205,0.028025233867549484
2015-05,120,HRP,87055,0.024885361156445754
2015-05,120,HRP,20482,0.02250970476578722
2015-05,120,HRP,19393,0.021674602133513323
2015-05,120,HRP,64936,0.021069807033031435
2015-05,120,HRP,13901,0.020818530830173695
2015-05,120,HRP,66093,0.020032291522171907
2015-05,120,HRP,65875,0.019551879492252802
2015-05,120,HRP,18163,0.019046733395154496
2015-05,120,HRP,11850,0.017671989130729426
2015-05,120,HRP,18729,0.01733045730887644
2015-05,120,HRP,13856,0.016692875600966266
2015-05,120,HRP,21936,0.016411230710426477
2015-05,120,HRP,89006,0.016045967635542877
2015-05,120,HRP,43449,0.015555665635314004
2015-05,120,HRP,57665,0.015485532371554799
2015-05,120,HRP,11308,0.014286359380485883
2015-05,120,HRP,14008,0.014276673785838292
2015-05,120,HRP,17778,0.014092860807272017
2015-05,120,HRP,77274,0.01371254835474948
2015-05,120,HRP,40539,0.013680013283023838
2015-05,120,HRP,83443,0.01331024696798249
2015-05,120,HRP,21178,0.01319047857340129
2015-05,120,HRP,50876,0.01310703018952771
2015-05,120,HRP,22752,0.012480545402976963
2015-05,120,HRP,14541,0.012185738916525172
2015-05,120,HRP,12490,0.011954045524464071
2015-05,120,HRP,11552,0.011698895160360205
2015-05,120,HRP,62092,0.011680834125836419
2015-05,120,HRP,22592,0.010938082215524184
2015-05,120,HRP,76841,0.010885067188678866
2015-05,120,HRP,81061,0.010586080999866963
2015-05,120,HRP,89954,0.010232047736926429
2015-05,120,HRP,17005,0.009887882186359583
2015-05,120,HRP,66181,0.009594962654399868
2015-05,120,HRP,49680,0.009494951835464335
2015-05,120,HRP,19502,0.008969463402099817
2015-05,120,HRP,61399,0.008913516114157473
2015-05,120,HRP,76076,0.008469489182291085
2015-05,120,HRP,26403,0.008394267349970232
2015-05,120,HRP,10104,0.008283571073818633
2015-05,120,HRP,49154,0.008042885533753772
2015-05,120,HRP,12052,0.007993898014170884
2015-05,120,HRP,89525,0.00788600581815597
2015-05,120,HRP,77418,0.007708851992246962
2015-05,120,HRP,49656,0.007676988278766884
2015-05,120,HRP,10107,0.007631617658343
2015-05,120,HRP,77702,0.007595574803279527
2015-05,120,HRP,92655,0.007526564181313317
2015-05,120,HRP,88668,0.0072660175259201066
2015-05,120,HRP,17830,0.007106310263890628
2015-05,120,HRP,48725,0.007098652653972654
2015-05,120,HRP,77178,0.0067541901051216945
2015-05,120,HRP,90319,0.006482738510624801
2015-05,120,HRP,87447,0.006194625242130134
2015-05,120,HRP,59328,0.00608011268274992
2015-05,120,HRP,15579,0.005898727459983201
2015-05,120,HRP,19561,0.005778323438240636
2015-05,120,HRP,87267,0.005754729285278853
2015-05,120,HRP,10147,0.005696522969226079
2015-05,120,HRP,90441,0.005317323393824244
2015-05,120,HRP,77668,0.005061765251637738
2015-05,120,HRP,86868,0.00488876043693083
2015-05,120,HRP,10145,0.004732816746702525
2015-05,120,HRP,23819,0.0045988995031462235
2015-05,120,HRP,27828,0.004577939362445312
2015-05,120,HRP,75186,0.004535998674757662
2015-05,120,HRP,69032,0.004527237102242493
2015-05,120,HRP,13928,0.004365958424599481
2015-05,120,HRP,75825,0.004143523680513248
2015-05,120,HRP,81055,0.004097606507349686
2015-05,120,HRP,22103,0.004086350006389616
2015-05,120,HRP,70332,0.004006510296420652
2015-05,120,HRP,87842,0.0038078431000071397
2015-05,120,HRP,12060,0.003793905163931374
2015-05,120,HRP,11703,0.003791555892057886
2015-05,120,HRP,14593,0.0037326053991917495
2015-05,120,HRP,66157,0.003639042902400419
2015-05,120,HRP,84788,0.003635427557952967
2015-05,120,HRP,34833,0.003624674579508424
2015-05,120,HRP,60628,0.003558953826662875
2015-05,120,HRP,86356,0.0035187845177126146
2015-05,120,HRP,86783,0.003205894255584655
2015-05,120,HRP,76614,0.0030617658184775806
2015-05,120,HRP,59176,0.002883924465817985
2015-05,120,HRP,47896,0.0028717922154485646
2015-05,120,HRP,90215,0.002688938360590109
2015-05,120,HRP,60442,0.002676542644490937
2015-05,120,HRP,38703,0.002203546958821271
2015-05,120,HRP,18542,0.002009853710430493
2015-05,120,HRP,20626,0.001313816596232461
2015-05,120,HRP,70519,0.0009590579595380137
2015-05,120,HRP,59408,0.0008948483353323637
2015-05,120,HRP,25785,0.0007954988543936425
2015-05,120,HRP,66800,0.0005045167480302307
2015-05,120,HRP,90505,0.00047428580098943013
2015-05,120,Minimum Variance Classical,17778,0.6129218121635152
2015-05,120,Minimum Variance Classical,14541,0.29598340194800293
2015-05,120,Minimum Variance Classical,13901,0.2622670310282407
2015-05,120,Minimum Variance Classical,87055,0.23465670257299892
2015-05,120,Minimum Variance Classical,65875,0.23246791670793418
2015-05,120,Minimum Variance Classical,17830,0.19807340203310375
2015-05,120,Minimum Variance Classical,89006,0.19235593631435866
2015-05,120,Minimum Variance Classical,50876,0.18096863789543344
2015-05,120,Minimum Variance Classical,86868,0.17141128188788912
2015-05,120,Minimum Variance Classical,20626,0.15530289123956245
2015-05,120,Minimum Variance Classical,18411,0.15238723874417548
2015-05,120,Minimum Variance Classical,38703,0.13536698361441163
2015-05,120,Minimum Variance Classical,77702,0.11683765475656262
2015-05,120,Minimum Variance Classical,64936,0.11595555589178151
2015-05,120,Minimum Variance Classical,43449,0.11573234560287417
2015-05,120,Minimum Variance Classical,22592,0.10839216076527997
2015-05,120,Minimum Variance Classical,55976,0.10288756889219747
2015-05,120,Minimum Variance Classical,89954,0.10206826500328874
2015-05,120,Minimum Variance Classical,77178,0.1009306686073073
2015-05,120,Minimum Variance Classical,59408,0.09994143007984838
2015-05,120,Minimum Variance Classical,59328,0.09371888454599944
2015-05,120,Minimum Variance Classical,60628,0.09220408636436088
2015-05,120,Minimum Variance Classical,19561,0.08209065986859104
2015-05,120,Minimum Variance Classical,18163,0.07675876159352975
2015-05,120,Minimum Variance Classical,66157,0.07561332688074174
2015-05,120,Minimum Variance Classical,75825,0.07529926898637529
2015-05,120,Minimum Variance Classical,62092,0.07456552414388329
2015-05,120,Minimum Variance Classical,10145,0.07416522784770054
2015-05,120,Minimum Variance Classical,21178,0.06351161203661022
2015-05,120,Minimum Variance Classical,49154,0.06266394897001674
2015-05,120,Minimum Variance Classical,81061,0.0618527419541075
2015-05,120,Minimum Variance Classical,69032,0.060335458407047876
2015-05,120,Minimum Variance Classical,77274,0.05741897594661095
2015-05,120,Minimum Variance Classical,14008,0.05658823825178609
2015-05,120,Minimum Variance Classical,34833,0.04997185802242196
2015-05,120,Minimum Variance Classical,66181,0.04777209988002475
2015-05,120,Minimum Variance Classical,66093,0.0470105511790212
2015-05,120,Minimum Variance Classical,10147,0.04358492337433104
2015-05,120,Minimum Variance Classical,40539,0.041572173754967356
2015-05,120,Minimum Variance Classical,18729,0.03593842830195056
2015-05,120,Minimum Variance Classical,66800,0.031263794214812866
2015-05,120,Minimum Variance Classical,12052,0.030028611747953092
2015-05,120,Minimum Variance Classical,10107,0.028642611227043913
2015-05,120,Minimum Variance Classical,18542,0.027635424995625976
2015-05,120,Minimum Variance Classical,76841,0.0266411224807368
2015-05,120,Minimum Variance Classical,77668,0.021994284814795702
2015-05,120,Minimum Variance Classical,57665,0.021724512032923863
2015-05,120,Minimum Variance Classical,88668,0.019999508507515966
2015-05,120,Minimum Variance Classical,90441,0.013292349525192182
2015-05,120,Minimum Variance Classical,86783,0.010585325943323922
2015-05,120,Minimum Variance Classical,90215,0.007759970767847496
2015-05,120,Minimum Variance Classical,84788,0.004038543999852448
2015-05,120,Minimum Variance Classical,90505,0.00022332730545525408
2015-05,120,Minimum Variance Classical,47896,-0.0014734464870308954
2015-05,120,Minimum Variance Classical,87447,-0.0018206919951857085
2015-05,120,Minimum Variance Classical,76076,-0.004359594271626699
2015-05,120,Minimum Variance Classical,12490,-0.008002046659536353
2015-05,120,Minimum Variance Classical,19502,-0.015253619964529324
2015-05,120,Minimum Variance Classical,11850,-0.017397179875884582
2015-05,120,Minimum Variance Classical,75186,-0.021922274694953166
2015-05,120,Minimum Variance Classical,86356,-0.024081857957743813
2015-05,120,Minimum Variance Classical,23819,-0.025043497606603862
2015-05,120,Minimum Variance Classical,25785,-0.02671715584066153
2015-05,120,Minimum Variance Classical,60442,-0.029760111801434272
2015-05,120,Minimum Variance Classical,49656,-0.03434975430129164
2015-05,120,Minimum Variance Classical,92655,-0.03477015918806388
2015-05,120,Minimum Variance Classical,27828,-0.039875473764399455
2015-05,120,Minimum Variance Classical,76614,-0.04518595752688554
2015-05,120,Minimum Variance Classical,20482,-0.0489949706110856
2015-05,120,Minimum Variance Classical,19393,-0.049207446293947354
2015-05,120,Minimum Variance Classical,61399,-0.06032525690959954
2015-05,120,Minimum Variance Classical,26403,-0.0634773064033511
2015-05,120,Minimum Variance Classical,22103,-0.06745118834421579
2015-05,120,Minimum Variance Classical,27959,-0.06826165261907113
2015-05,120,Minimum Variance Classical,13928,-0.06974293351489229
2015-05,120,Minimum Variance Classical,87842,-0.0847286478179074
2015-05,120,Minimum Variance Classical,22111,-0.0850331285572947
2015-05,120,Minimum Variance Classical,14593,-0.08592174974984915
2015-05,120,Minimum Variance Classical,17005,-0.09057588810964114
2015-05,120,Minimum Variance Classical,21936,-0.09233638878232711
2015-05,120,Minimum Variance Classical,89525,-0.09713522567669498
2015-05,120,Minimum Variance Classical,81055,-0.09722300636336509
2015-05,120,Minimum Variance Classical,11552,-0.09930355041628623
2015-05,120,Minimum Variance Classical,15579,-0.1003019188852913
2015-05,120,Minimum Variance Classical,90319,-0.10034233746279544
2015-05,120,Minimum Variance Classical,10104,-0.10286548321639531
2015-05,120,Minimum Variance Classical,77418,-0.10588404535026319
2015-05,120,Minimum Variance Classical,70519,-0.10652171546690825
2015-05,120,Minimum Variance Classical,70332,-0.10677327909138218
2015-05,120,Minimum Variance Classical,49680,-0.11276620286812616
2015-05,120,Minimum Variance Classical,24205,-0.11288807560033864
2015-05,120,Minimum Variance Classical,48725,-0.12090161852828915
2015-05,120,Minimum Variance Classical,59176,-0.12932581745668406
2015-05,120,Minimum Variance Classical,13856,-0.1319900076810054
2015-05,120,Minimum Variance Classical,22752,-0.14582025804937113
2015-05,120,Minimum Variance Classical,12060,-0.1771834562321633
2015-05,120,Minimum Variance Classical,87267,-0.20275007186238836
2015-05,120,Minimum Variance Classical,11308,-0.2081065130927007
2015-05,120,Minimum Variance Classical,11703,-0.27362054381817236
2015-05,120,Minimum Variance Classical,83443,-0.4756025168542899
2015-05,120,Minimum Variance Long Only,18411,0.25171493279225926
2015-05,120,Minimum Variance Long Only,55976,0.15545089733111123
2015-05,120,Minimum Variance Long Only,13901,0.08206408130525288
2015-05,120,Minimum Variance Long Only,12490,0.07450680415916662
2015-05,120,Minimum Variance Long Only,11850,0.07171147036909056
2015-05,120,Minimum Variance Long Only,17778,0.06909521327758696
2015-05,120,Minimum Variance Long Only,43449,0.06392761681033043
2015-05,120,Minimum Variance Long Only,20482,0.054542311088993725
2015-05,120,Minimum Variance Long Only,40539,0.03838024327315102
2015-05,120,Minimum Variance Long Only,81061,0.035275725041585736
2015-05,120,Minimum Variance Long Only,77274,0.025402942233026617
2015-05,120,Minimum Variance Long Only,87055,0.019790613953384904
2015-05,120,Minimum Variance Long Only,65875,0.017462645642431215
2015-05,120,Minimum Variance Long Only,64936,0.013680137518086891
2015-05,120,Minimum Variance Long Only,27959,0.012377457264715293
2015-05,120,Minimum Variance Long Only,75825,0.01014322660615602
2015-05,120,Minimum Variance Long Only,14008,0.004473681333670639
2015-05,120,Minimum Variance Long Only,18729,8.218763017938125e-18
2015-05,120,Minimum Variance Long Only,77668,5.395543649111326e-18
2015-05,120,Minimum Variance Long Only,24205,4.536009280576025e-18
2015-05,120,Minimum Variance Long Only,66093,3.3586119293955796e-18
2015-05,120,Minimum Variance Long Only,11308,3.216514680684556e-18
2015-05,120,Minimum Variance Long Only,14541,2.796843586093211e-18
2015-05,120,Minimum Variance Long Only,66800,2.1764132556839357e-18
2015-05,120,Minimum Variance Long Only,18163,1.592626437074253e-18
2015-05,120,Minimum Variance Long Only,89006,1.467538568811365e-18
2015-05,120,Minimum Variance Long Only,22103,1.1057699172221383e-18
2015-05,120,Minimum Variance Long Only,19502,9.51278711834428e-19
2015-05,120,Minimum Variance Long Only,12060,8.91345821175863e-19
2015-05,120,Minimum Variance Long Only,47896,8.704501988507792e-19
2015-05,120,Minimum Variance Long Only,76841,6.920514020562127e-19
2015-05,120,Minimum Variance Long Only,81055,6.739407936682679e-19
2015-05,120,Minimum Variance Long Only,10145,6.39365093060821e-19
2015-05,120,Minimum Variance Long Only,84788,5.994414552772633e-19
2015-05,120,Minimum Variance Long Only,27828,5.874912650271171e-19
2015-05,120,Minimum Variance Long Only,87267,5.662564338029401e-19
2015-05,120,Minimum Variance Long Only,14593,4.1106461754095412e-19
2015-05,120,Minimum Variance Long Only,60442,3.8285152375749717e-19
2015-05,120,Minimum Variance Long Only,38703,3.422973455990968e-19
2015-05,120,Minimum Variance Long Only,90441,2.912766789912383e-19
2015-05,120,Minimum Variance Long Only,87842,2.7119997924475388e-19
2015-05,120,Minimum Variance Long Only,11703,1.289473158786059e-19
2015-05,120,Minimum Variance Long Only,59176,8.543348208307812e-20
2015-05,120,Minimum Variance Long Only,76614,4.9503112260751425e-20
2015-05,120,Minimum Variance Long Only,25785,4.3683029262075685e-20
2015-05,120,Minimum Variance Long Only,86868,3.038470887639403e-20
2015-05,120,Minimum Variance Long Only,76076,2.766370009744678e-20
2015-05,120,Minimum Variance Long Only,10107,0.0
2015-05,120,Minimum Variance Long Only,22111,0.0
2015-05,120,Minimum Variance Long Only,21936,0.0
2015-05,120,Minimum Variance Long Only,10104,0.0
2015-05,120,Minimum Variance Long Only,26403,0.0
2015-05,120,Minimum Variance Long Only,83443,0.0
2015-05,120,Minimum Variance Long Only,22752,0.0
2015-05,120,Minimum Variance Long Only,59408,0.0
2015-05,120,Minimum Variance Long Only,70519,0.0
2015-05,120,Minimum Variance Long Only,90319,0.0
2015-05,120,Minimum Variance Long Only,59328,0.0
2015-05,120,Minimum Variance Long Only,13856,0.0
2015-05,120,Minimum Variance Long Only,66181,0.0
2015-05,120,Minimum Variance Long Only,89525,0.0
2015-05,120,Minimum Variance Long Only,17005,0.0
2015-05,120,Minimum Variance Long Only,77178,0.0
2015-05,120,Minimum Variance Long Only,19393,0.0
2015-05,120,Minimum Variance Long Only,92655,0.0
2015-05,120,Minimum Variance Long Only,17830,0.0
2015-05,120,Minimum Variance Long Only,22592,0.0
2015-05,120,Minimum Variance Long Only,19561,0.0
2015-05,120,Minimum Variance Long Only,48725,0.0
2015-05,120,Minimum Variance Long Only,11552,0.0
2015-05,120,Minimum Variance Long Only,13928,0.0
2015-05,120,Minimum Variance Long Only,50876,0.0
2015-05,120,Minimum Variance Long Only,66157,0.0
2015-05,120,Minimum Variance Long Only,77702,0.0
2015-05,120,Minimum Variance Long Only,69032,0.0
2015-05,120,Minimum Variance Long Only,86356,0.0
2015-05,120,Minimum Variance Long Only,87447,0.0
2015-05,120,Minimum Variance Long Only,77418,0.0
2015-05,120,Minimum Variance Long Only,57665,0.0
2015-05,120,Minimum Variance Long Only,61399,0.0
2015-05,120,Minimum Variance Long Only,86783,0.0
2015-05,120,Minimum Variance Long Only,34833,0.0
2015-05,120,Minimum Variance Long Only,21178,0.0
2015-05,120,Minimum Variance Long Only,20626,0.0
2015-05,120,Minimum Variance Long Only,49680,0.0
2015-05,120,Minimum Variance Long Only,15579,0.0
2015-05,120,Minimum Variance Long Only,88668,0.0
2015-05,120,Minimum Variance Long Only,18542,0.0
2015-05,120,Minimum Variance Long Only,10147,0.0
2015-05,120,Minimum Variance Long Only,49154,0.0
2015-05,120,Minimum Variance Long Only,62092,0.0
2015-05,120,Minimum Variance Long Only,70332,0.0
2015-05,120,Minimum Variance Long Only,60628,0.0
2015-05,120,Minimum Variance Long Only,90215,0.0
2015-05,120,Minimum Variance Long Only,49656,0.0
2015-05,120,Minimum Variance Long Only,89954,0.0
2015-05,120,Minimum Variance Long Only,12052,0.0
2015-05,120,Minimum Variance Long Only,90505,0.0
2015-05,120,Minimum Variance Long Only,23819,0.0
2015-05,120,Minimum Variance Long Only,75186,0.0
